part_id,severity,total_issues,risk_score,avg_confidence,comment,trend_mismatch_detected,trend_mismatch_confidence,missing_seasonality_detected,missing_seasonality_confidence,volatility_mismatch_detected,volatility_mismatch_confidence,magnitude_mismatch_detected,magnitude_mismatch_confidence,historical_mean,historical_std,forecast_mean,forecast_std,data_points_historical,data_points_forecast
part_A,medium,3,1.823963316831734,0.6079877722772447,Trend Mismatch; Missing Seasonality; Volatility Mismatch,True,0.20743327037504924,True,1.0,True,0.6165300464566847,False,0,194.30555555555554,75.35660723498805,168.94444444444446,12.562653439377705,36,18
